207,Blackmar-Diemer Gambit Declined,Langeheinecke Defense,
208,Blackmar-Diemer Gambit Declined,O'Kelly Defense,
209,Blackmar-Diemer Gambit Declined,Weinsbach Declination,
210,Blackmar-Diemer,Lemberger Countergambit,
211,Blumenfeld Countergambit,,
212,Blumenfeld Countergambit,#2,
213,Blumenfeld Countergambit,Dus-Khotimirsky Variation,
214,Blumenfeld Countergambit Accepted,,
215,Boden-Kieseritzky Gambit,Lichtenhein Defense,
216,Bogo-Indian Defense,,
217,Bogo-Indian Defense,Exchange Variation,
218,Bogo-Indian Defense,Gruenfeld Variation,
219,Bogo-Indian Defense,Haiti Variation,
220,Bogo-Indian Defense,Nimzowitsch Variation,
221,Bogo-Indian Defense,Retreat Variation,
222,Bogo-Indian Defense,Vitolins Variation,
223,Bogo-Indian Defense,Wade-Smyslov Variation,
224,Borg Defense,,
225,Borg Defense,Borg Gambit,
226,Borg Opening,Zilbermints Gambit,
227,Bronstein Gambit,,
228,Budapest Defense,,
229,Budapest Defense,Adler Variation,
230,Budapest Defense,Alekhine Variation,
231,Budapest Defense,"Alekhine Variation, Abonyi Variation",
232,Budapest Defense,"Alekhine Variation, Tartakower Defense",
233,Budapest Defense,"Fajarowicz Defense, Bonsdorf Variation",
234,Budapest Defense,Fajarowicz Variation,
235,Budapest Defense,Fajarowicz-Steiner Variation,
236,Budapest Defense,Rubinstein Variation,
237,Canard Opening,,
238,Caro-Kann Defense,,e4 c6
239,Caro-Kann Defense,#2,
240,Caro-Kann Defense,Accelerated Panov Attack,
241,Caro-Kann Defense,Accelerated Panov Attack #2,
242,Caro-Kann Defense,"Accelerated Panov Attack, Modern Variation",
243,Caro-Kann Defense,"Accelerated Panov Attack, Open Variation",
244,Caro-Kann Defense,"Accelerated Panov Attack, Pseudo-Scandinavian",
245,Caro-Kann Defense,Advance Variation,
246,Caro-Kann Defense,"Advance Variation, Bayonet Attack",
247,Caro-Kann Defense,"Advance Variation, Botvinnik-Carls Defense",
248,Caro-Kann Defense,"Advance Variation, Bronstein Variation",
249,Caro-Kann Defense,"Advance Variation, Prins Attack",
250,Caro-Kann Defense,"Advance Variation, Short Variation",
251,Caro-Kann Defense,"Advance Variation, Tal Variation",
252,Caro-Kann Defense,"Advance Variation, Van der Wiel Attack",
253,Caro-Kann Defense,"Advance Variation, Van der Wiel Attack #2",
254,Caro-Kann Defense,"Advance Variation, Van der Wiel Attack, Dreyev Defense",
255,Caro-Kann Defense,"Advance, Short Variation",
256,Caro-Kann Defense,Alekhine Gambit,
257,Caro-Kann Defense,Breyer Variation,
258,Caro-Kann Defense,Bronstein-Larsen Variation,
259,Caro-Kann Defense,Classical Variation,
260,Caro-Kann Defense,"Classical Variation, Flohr Variation",
261,Caro-Kann Defense,"Classical Variation, Lobron System",
262,Caro-Kann Defense,"Classical Variation, Main Line",
263,Caro-Kann Defense,"Classical Variation, Maroczy Attack",
264,Caro-Kann Defense,"Classical Variation, Seirawan Variation",
265,Caro-Kann Defense,"Classical, 7...Nd7",
266,Caro-Kann Defense,"Classical, Spassky Variation",
267,Caro-Kann Defense,De Bruycker Defense,
268,Caro-Kann Defense,Edinburgh Variation,
269,Caro-Kann Defense,Euwe Attack,
270,Caro-Kann Defense,"Euwe Attack, Prins Gambit",
271,Caro-Kann Defense,Exchange Variation,
272,Caro-Kann Defense,"Exchange Variation, Rubinstein Variation",
273,Caro-Kann Defense,Finnish Variation,
274,Caro-Kann Defense,Forgacs Variation,
275,Caro-Kann Defense,Goldman Variation,
276,Caro-Kann Defense,Gurgenidze Counterattack,
277,Caro-Kann Defense,Gurgenidze System,
278,Caro-Kann Defense,Hector Gambit,
279,Caro-Kann Defense,Hillbilly Attack,
280,Caro-Kann Defense,"Hillbilly Attack, Schaeffer Gambit",
281,Caro-Kann Defense,Karpov Variation,
282,Caro-Kann Defense,"Karpov Variation, Modern Variation",
283,Caro-Kann Defense,"Karpov Variation, Modern Variation, Ivanchuk Defense",
284,Caro-Kann Defense,"Karpov Variation, Modern Variation, Kasparov Attack",
285,Caro-Kann Defense,"Karpov Variation, Smyslov Variation",
286,Caro-Kann Defense,"Karpov Variation, Smyslov Variation, Main Line",
287,Caro-Kann Defense,"Karpov Variation, Tiviakov-Fischer Attack",
288,Caro-Kann Defense,Labahn Attack,
289,Caro-Kann Defense,"Labahn Attack, Polish Variation",
290,Caro-Kann Defense,Main Line,
291,Caro-Kann Defense,Maroczy Variation,
292,Caro-Kann Defense,"Maroczy Variation, Maroczy Gambit",
293,Caro-Kann Defense,Masi Variation,
294,Caro-Kann Defense,Massachusetts Defense,
295,Caro-Kann Defense,Mieses Gambit,
296,Caro-Kann Defense,Modern Variation,
297,Caro-Kann Defense,Panov Attack,
298,Caro-Kann Defense,Panov Attack #2,
299,Caro-Kann Defense,"Panov Attack, Fianchetto Defense",
300,Caro-Kann Defense,"Panov Attack, Fianchetto Defense, Fianchetto Gambit",
301,Caro-Kann Defense,"Panov Attack, Gunderam Attack",
302,Caro-Kann Defense,"Panov Attack, Modern Defense",
303,Caro-Kann Defense,"Panov Attack, Modern Defense, Carlsbad Line",
304,Caro-Kann Defense,"Panov Attack, Modern Defense, Mieses Line",
305,Caro-Kann Defense,"Panov Attack, Modern Defense, Reifir-Spielmann Line",
306,Caro-Kann Defense,"Panov-Botvinnik, Herzog Defense",
307,Caro-Kann Defense,Rasa-Studier Gambit,
308,Caro-Kann Defense,Spike Variation,
309,Caro-Kann Defense,Tartakower Variation,
310,Caro-Kann Defense,Toikkanen Gambit,
311,Caro-Kann Defense,Two Knights Attack,
312,Caro-Kann Defense,"Two Knights Attack, Mindeno Variation",
313,Caro-Kann Defense,"Two Knights Attack, Mindeno Variation, Exchange Line",
314,Caro-Kann Defense,"Two Knights Attack, Mindeno Variation, Retreat Line",
315,Caro-Kann Defense,Ulysses Gambit,
316,Caro-Kann Defense,von Hennig Gambit,
317,Carr Defense,,e4 h6
318,Carr Defense,Zilbermints Gambit,
319,Catalan Opening,,
320,Catalan Opening,Closed Variation,
321,Catalan Opening,"Closed Variation, Botvinnik Variation",
322,Catalan Opening,"Closed Variation, Rabinovich Variation",
323,Catalan Opening,"Closed Variation, Traditional Variation",
324,Catalan Opening,"Closed, 7.Qc2 c6 8.b3",
325,Catalan Opening,"Closed, Main Line",
326,Catalan Opening,"Closed, Sokolsky Variation",
327,Catalan Opening,Open Defense,
328,Catalan Opening,"Open Defense, Classical Line",
329,Catalan Opening,"Open Defense, Modern Sharp Variation",
330,Catalan Opening,"Open Defense, Tarrasch Defense",
331,Center Game,,
332,Center Game,#2,
333,Center Game,Berger Variation,
334,Center Game,Charousek Variation,
335,Center Game,Halasz-McDonnell Gambit,
336,Center Game,"Halasz-McDonnell Gambit, Crocodile Variation",
337,Center Game,Hall Variation,
338,Center Game,Kieseritzky Variation,
339,Center Game,Kieseritzky Variation #2,
340,Center Game,Kieseritzky Variation #3,
341,Center Game,Kieseritzky Variation #4,
342,Center Game,l'Hermet Variation,
343,Center Game,Lanc-Arnold Gambit,
344,Center Game,"Lanc-Arnold Gambit, Schippler Gambit",
345,Center Game,Normal Variation,
346,Center Game,Paulsen Attack Variation,
347,Center Game,Ross Gambit,
348,Center Game,von der Lasa Gambit,
349,Center Game Accepted,,
350,Clemenz Opening,,h3
351,Clemenz Opening,Spike Lee Gambit,
352,Colle System,,
353,Colle System,#2,
354,Colle System,Pterodactyl Variation,
355,Colle System,Rhamphorhynchus Variation,
356,Colle System,Traditional Colle,
357,Crab Opening,,
358,Creepy Crawly Formation,Classical Defense,
359,Czech Defense,,
360,Danish Gambit,,
361,Danish Gambit Accepted,,
362,Danish Gambit Accepted,Chigorin Defense,
363,Danish Gambit Accepted,Classical Defense,
364,Danish Gambit Accepted,Copenhagen Defense,
365,Danish Gambit Accepted,Schlechter Defense,
366,Danish Gambit Accepted,Svenonius Defense,
367,Danish Gambit Declined,Sorensen Defense,
368,Doery Defense,,
369,Duras Gambit,,e4 f5
370,Dutch Defense,,d4 f5
371,Dutch Defense,Alapin Variation,
372,Dutch Defense,Alekhine Variation,
373,Dutch Defense,Blackburne Variation,
374,Dutch Defense,Blackmar's Second Gambit,
375,Dutch Defense,Bladel Variation,
376,Dutch Defense,Classical Variation,
377,Dutch Defense,"Classical Variation, Blackburne Attack",
378,Dutch Defense,"Classical Variation, Buenos Aires Variation",
379,Dutch Defense,"Classical Variation, Huisl Variation",
380,Dutch Defense,"Classical Variation, Ilyin-Zhenevsky Variation",
381,Dutch Defense,"Classical Variation, Ilyin-Zhenevsky Variation, Alatortsev-Lisitsyn Line",
382,Dutch Defense,"Classical Variation, Stonewall Variation",
383,Dutch Defense,"Classical Variation, Stonewall Variation, Botvinnik Variation",
384,Dutch Defense,Fianchetto Attack,
385,Dutch Defense,Fianchetto Variation,
386,Dutch Defense,Hopton Attack,
387,Dutch Defense,"Ilyin-Zhenevsky, Winter Variation",
388,Dutch Defense,Janzen-Korchnoi Gambit,
389,Dutch Defense,Kingfisher Gambit,
390,Dutch Defense,Korchnoi Attack,
391,Dutch Defense,Krause Variation,
392,Dutch Defense,Krejcik Gambit,
393,Dutch Defense,Leningrad Variation,
394,Dutch Defense,"Leningrad Variation, Karlsbad Variation",
395,Dutch Defense,"Leningrad Variation, Matulovic Variation",
396,Dutch Defense,"Leningrad Variation, Warsaw Variation",
397,Dutch Defense,"Manhattan Gambit, Anti-Leningrad",
398,Dutch Defense,Nimzo-Dutch Variation,
399,Dutch Defense,Normal Variation,
400,Dutch Defense,Omega-Isis Gambit,
401,Dutch Defense,Queen's Knight Variation,
402,Dutch Defense,Raphael Variation,
403,Dutch Defense,Rubinstein Variation,
404,Dutch Defense,Semi-Leningrad Variation,
405,Dutch Defense,Spielmann Gambit,
406,Dutch Defense,Staunton Gambit,
407,Dutch Defense,Staunton Gambit Accepted,
408,Dutch Defense,"Staunton Gambit, Alekhine Variation",
409,Dutch Defense,"Staunton Gambit, Chigorin Variation",
410,Dutch Defense,"Staunton Gambit, Lasker Variation",
411,Dutch Defense,"Staunton Gambit, Nimzowitsch Variation",
412,Dutch Defense,"Staunton Gambit, Tartakower Variation",
413,Dutch Defense,Stonewall Variation,
414,Dutch Defense,"Stonewall Variation, Modern Variation",
415,Dutch Defense,"Stonewall, with Nc3",
416,East Indian Defense,,
417,Elephant Gambit,,
418,Elephant Gambit,Maroczy Gambit,
419,Elephant Gambit,Paulsen Countergambit,
420,Elephant Gambit,Wasp Variation,
421,English Defense,,d4 b6
422,English Defense,#2,
423,English Defense,Eastbourne Gambit,
424,English Defense,Hartlaub Gambit Declined,
425,English Defense,Perrin Variation,
426,English Opening,,c4
427,English Opening,2.g4,
428,English Opening,Achilles-Omega Gambit,
429,English Opening,Adorjan Defense,
430,English Opening,Agincourt Defense,c4 e6
431,English Opening,Agincourt Defense #2,
432,English Opening,Agincourt Defense #3,
433,English Opening,"Agincourt Defense, Bogoljubov Defense",
434,English Opening,"Agincourt Defense, Catalan Defense",
435,English Opening,"Agincourt Defense, Catalan Defense Accepted",
436,English Opening,"Agincourt Defense, Catalan Defense, Semi-Slav Defense",
437,English Opening,"Agincourt Defense, Keres Defense",
438,English Opening,"Agincourt Defense, Kurajica Defense",
439,English Opening,"Agincourt Defense, Neo-Catalan Declined",
440,English Opening,"Agincourt Defense, Tarrasch Defense",
441,English Opening,"Agincourt Defense, Wimpy System",
442,English Opening,Anglo-Dutch Defense,c4 f5
443,English Opening,"Anglo-Dutch Defense, Hickmann Gambit",
444,English Opening,"Anglo-Dutch Variation, Ferenc Gambit",
445,English Opening,Anglo-Gruenfeld Defense,
446,English Opening,Anglo-Indian Defense,c4 Nf6
447,English Opening,"Anglo-Indian Defense, Anglo-Gruenfeld Variation",
448,English Opening,"Anglo-Indian Defense, Anglo-Gruenfeld Variation #2",
449,English Opening,"Anglo-Indian Defense, Anglo-Gruenfeld Variation #3",
450,English Opening,"Anglo-Indian Defense, Anti-Anti-Gruenfeld",
451,English Opening,"Anglo-Indian Defense, Flohr-Mikenas-Carls Variation, Nei Gambit",
452,English Opening,"Anglo-Indian Defense, Gruenfeld Formation",
453,English Opening,"Anglo-Indian Defense, Hedgehog System",
454,English Opening,"Anglo-Indian Defense, King's Indian Formation",
455,English Opening,"Anglo-Indian Defense, King's Indian Formation, Double Fianchetto",
456,English Opening,"Anglo-Indian Defense, King's Knight Variation",
457,English Opening,"Anglo-Indian Defense, Nimzo-English",
458,English Opening,"Anglo-Indian Defense, Old Indian Formation",
459,English Opening,"Anglo-Indian Defense, Queen's Indian Formation",
460,English Opening,"Anglo-Indian Defense, Queen's Indian Variation",
461,English Opening,"Anglo-Indian Defense, Queen's Knight Variation",
462,English Opening,"Anglo-Indian Defense, Scandinavian Defense",
463,English Opening,"Anglo-Indian Defense, Scandinavian Defense, Exchange Variation",
464,English Opening,"Anglo-Indian Defense, Slav Formation",
465,English Opening,"Anglo-Indian Defense, Zvjaginsev-Krasenkow Attack",
466,English Opening,Anglo-Lithuanian Variation,c4 Nc6
467,English Opening,Anglo-Scandinavian Defense,c4 d5
468,English Opening,"Anglo-Scandinavian Defense, Loehn Gambit",
469,English Opening,"Anglo-Scandinavian Defense, Malvinas Variation",
470,English Opening,"Anglo-Scandinavian Defense, Schulz Gambit",
471,English Opening,Carls-Bremen System,
472,English Opening,Caro-Kann Defensive System,c4 c6
473,English Opening,Drill Variation,
474,English Opening,"Four Knights System, Nimzowitsch Variation",
475,English Opening,Great Snake Variation,c4 g6
476,English Opening,Jaenisch Gambit,c4 b5
477,English Opening,King's English Variation,c4 e5
478,English Opening,"King's English Variation, Bellon Gambit",
479,English Opening,"King's English Variation, Botvinnik System",
480,English Opening,"King's English Variation, Botvinnik System, Prickly Pawn Pass System",
481,English Opening,"King's English Variation, Bremen-Hort Variation",
482,English Opening,"King's English Variation, Closed System",
483,English Opening,"King's English Variation, Closed System, Full Symmetry",
484,English Opening,"King's English Variation, Four Knights Variation",
485,English Opening,"King's English Variation, Four Knights Variation #2",
486,English Opening,"King's English Variation, Four Knights Variation, Bradley Beach Variation",
487,English Opening,"King's English Variation, Four Knights Variation, Fianchetto Line",
488,English Opening,"King's English Variation, Four Knights Variation, Flexible Line",
489,English Opening,"King's English Variation, Four Knights Variation, Korchnoi Line",
490,English Opening,"King's English Variation, Four Knights Variation, Quiet Line #3",
491,English Opening,"King's English Variation, Keres Defense",
492,English Opening,"King's English Variation, Kramnik-Shirov Counterattack",
493,English Opening,"King's English Variation, Nimzowitsch Variation",
494,English Opening,"King's English Variation, Nimzowitsch-Flohr Variation",
495,English Opening,"King's English Variation, Reversed Closed Sicilian",
496,English Opening,"King's English Variation, Reversed Sicilian",
497,English Opening,"King's English Variation, Smyslov Defense",
498,English Opening,"King's English Variation, Taimanov Variation",
499,English Opening,"King's English Variation, Three Knights System",
500,English Opening,"King's English Variation, Troger Defense",
501,English Opening,"King's English Variation, Two Knights Variation",
502,English Opening,"King's English Variation, Two Knights Variation, Fianchetto Line",
503,English Opening,"King's English Variation, Two Knights Variation, Keres Variation",
504,English Opening,"King's English Variation, Two Knights Variation, Reversed Dragon",
505,English Opening,"King's English Variation, Two Knights Variation, Smyslov System",
506,English Opening,"King's English, Erbenheimer Gambit",
507,English Opening,"King's English, Mazedonisch",
508,English Opening,Mikenas-Carls Variation,
509,English Opening,Mikenas-Carls Variation #2,
510,English Opening,Mikenas-Carls Variation #3,
511,English Opening,"Mikenas-Carls, Sicilian",
512,English Opening,Myers Variation,
513,English Opening,Neo-Catalan,
514,English Opening,Neo-Catalan Declined,
515,English Opening,Symmetrical Variation,c4 c5
516,English Opening,"Symmetrical Variation, Anti-Benoni Variation",
517,English Opening,"Symmetrical Variation, Anti-Benoni Variation, Geller Variation",
518,English Opening,"Symmetrical Variation, Anti-Benoni Variation, Spielmann Defense",
519,English Opening,"Symmetrical Variation, Botvinnik System",
520,English Opening,"Symmetrical Variation, Botvinnik System Reversed",
521,English Opening,"Symmetrical Variation, Double Fianchetto",
522,English Opening,"Symmetrical Variation, Duchamp Variation",
523,English Opening,"Symmetrical Variation, Fianchetto Variation",
524,English Opening,"Symmetrical Variation, Four Knights Variation",
525,English Opening,"Symmetrical Variation, Full Symmetry Line",
526,English Opening,"Symmetrical Variation, Hedgehog Defense",
527,English Opening,"Symmetrical Variation, Mecking Variation",
528,English Opening,"Symmetrical Variation, Napolitano Gambit",
529,English Opening,"Symmetrical Variation, Normal Variation",
530,English Opening,"Symmetrical Variation, Rubinstein Variation",
531,English Opening,"Symmetrical Variation, Symmetrical Variation",
532,English Opening,"Symmetrical Variation, Three Knights Variation",
533,English Opening,"Symmetrical Variation, Two Knights Line",
534,English Opening,"Symmetrical Variation, Two Knights Variation",
535,English Opening,The Whale,
536,English Opening,Wade Gambit,
537,English Opening,Wing Gambit,
538,English Opening,Zilbermints Gambit,
539,English Orangutan,,
540,English Rat,Pounds Gambit,
541,Englund Gambit,,d4 e5
542,Englund Gambit Complex Declined,,
543,Englund Gambit Complex Declined,Diemer Counterattack,
544,Englund Gambit Complex,Englund Gambit,
545,Englund Gambit Complex,Felbecker Gambit,
546,Englund Gambit Complex,Hartlaub-Charlick Gambit,
547,Englund Gambit Complex,Mosquito Gambit,
548,Englund Gambit Complex,Soller Gambit,
549,Englund Gambit Complex,Soller Gambit Deferred,
550,Englund Gambit Complex,Stockholm Variation,
551,Englund Gambit Complex,Zilbermints Gambit,
552,Englund Gambit Complex,Zilbermints Gambit II,
553,Englund Gambit Declined,Reversed Alekhine,
554,Englund Gambit Declined,Reversed Brooklyn,
555,Englund Gambit Declined,Reversed French,
556,Englund Gambit Declined,Reversed Krebs,
557,Englund Gambit Declined,Reversed Mokele Mbembe,
558,Formation,Hippopotamus Attack,
559,Four Knights Game,,
560,Four Knights Game,Double Spanish,
