168,7686-8080-11436,181
169,7686-7732-11436,182
170,7686-8081-11436,183
171,7684-7732-11438,139
172,7684-7750-11438,140
173,7682-7688-11760,175
174,7688-7750-11437,176
175,7688-11000-11438,171
176,7683-8084-11436,172
177,7681-7732-11438,230
178,7688-7750-11440,227
179,7688-7750-11436,223
180,7680-7750-11436,224
181,7693-7750-11438,216
182,7687-7750-11436,219
183,7684-7750-11436,220
184,7682-7750-11436,221
185,7690-7732-11438,212
186,7684-7690-11778,213
187,7688-7751-11434,203
188,7688-11000-11434,204
189,7687-7730-11438,209
190,7688-9586-11438,168
191,7688-9584-11438,169
192,7688-7749-11438,164
193,7688-8104-11438,165
194,7692-8099-11436,158
195,7688-7750-11438,159
196,7688-7732-11438,160
197,7688-8104-11439,156
198,7688-7750-11439,148
199,7688-9583-11439,149
200,7688-7732-11439,150
201,7686-7750-11438,145
202,7686-9598-11440,133
203,7687-7688-11778,109
204,7682-7684-11778,136
205,7684-7688-11778,137
206,7686-7732-11440,128
207,7686-8081-11440,129
208,7688-8103-11435,124
209,7688-8103-11438,112
210,7686-7692-11778,113
211,7686-7693-11778,115
212,7686-7691-11778,116
213,7686-7690-11778,117
214,7683-7686-11778,118
215,7686-7688-11778,119
216,7686-7707-11778,120
217,7686-7750-11778,114
218,7688-8103-11778,108
219,7688-7750-11778,110
220,7684-7750-11778,134
221,7684-7732-11778,135
222,7732-7750-11436,222
223,7682-7750-11778,218
224,7750-8722-11436,225
225,7689-7750-11778,226
226,7683-7750-11778,228
227,7688-7750-11760,173
228,7688-8104-11760,174
229,7686-8081-11778,208
1003,7680-11430,20
1004,7680-11431,20
1005,7680-11432,20
1006,7680-11433,20
1007,7680-11434,20
1008,7680-11435,20
1009,7680-11436,20
1010,7680-11437,20
1011,7680-11438,20
1012,7680-11439,20
1013,7680-11440,20
1014,7680-11441,20
1015,7680-11442,20
1016,7680-11443,20
1017,7680-11444,20
1018,7680-11445,20
1019,7680-11758,20
1020,7680-11760,20
1021,7680-11778,20
1022,7680-11779,20
1023,7681-11430,2
1024,7681-11431,2
1025,7681-11432,2
1026,7681-11433,2
1027,7681-11434,2
1028,7681-11435,2
1029,7681-11436,2
1030,7681-11437,2
1031,7681-11438,2
1032,7681-11439,2
1033,7681-11440,2
1034,7681-11441,2
1035,7681-11442,2
1036,7681-11443,2
1037,7681-11444,2
1038,7681-11445,2
1039,7681-11758,2
1040,7681-11760,2
1041,7681-11778,2
1042,7681-11779,2
1043,7682-11430,14
1044,7682-11431,14
1045,7682-11433,14
1046,7682-11436,14
1047,7682-11437,14
1048,7682-11438,14
1049,7682-11439,14
1050,7682-11441,14
1051,7682-11442,14
1052,7682-11443,14
1053,7682-11444,14
1054,7682-11445,14
1055,7682-11778,14
1056,7682-11779,14
1057,7683-11430,13
1058,7683-11431,13
1059,7683-11435,13
1060,7683-11437,13
1061,7683-11439,13
1062,7683-11441,13
1063,7683-11442,13
1064,7683-11443,13
1065,7683-11444,13
1066,7683-11445,13
1067,7683-11758,13
1068,7683-11760,13
1069,7683-11779,13
1070,7684-11430,6
1071,7684-11431,6
1072,7684-11433,6
1073,7684-11437,6
1074,7684-11441,6
1075,7684-11442,6
1076,7684-11444,6
1077,7684-11445,6
1078,7684-11758,6
1079,7684-11779,6
1080,7685-11430,16
1081,7685-11431,16
1082,7685-11432,16
1083,7685-11433,16
1084,7685-11434,16
1085,7685-11435,16
1086,7685-11436,16
1087,7685-11437,16
1088,7685-11438,16
1089,7685-11439,16
1090,7685-11440,16
1091,7685-11441,16
1092,7685-11442,16
1093,7685-11443,16
1094,7685-11444,16
1095,7685-11445,16
1096,7685-11758,16
1097,7685-11760,16
1098,7685-11778,16
1099,7685-11779,16
1100,7686-11430,4
1101,7686-11435,4
1102,7686-11436,4
1103,7686-11437,4
1104,7686-11441,4
1105,7686-11444,4
1106,7686-11445,4
1107,7686-11779,4
1108,7687-11430,12
1109,7687-11431,12
1110,7687-11432,12
1111,7687-11433,12
1112,7687-11434,12
1113,7687-11435,12
1114,7687-11436,12
1115,7687-11437,12
1116,7687-11439,12
1117,7687-11440,12
1118,7687-11441,12
1119,7687-11442,12
1120,7687-11443,12
1121,7687-11444,12
1122,7687-11445,12
1123,7687-11758,12
1124,7687-11760,12
1125,7687-11778,12
1126,7687-11779,12
1127,7688-11432,8
1128,7688-11438,8
1129,7689-11430,19
1130,7689-11431,19
1131,7689-11432,19
1132,7689-11433,19
1133,7689-11434,19
1134,7689-11435,19
1135,7689-11436,19
1136,7689-11437,19
1137,7689-11438,19
1138,7689-11439,19
1139,7689-11440,19
1140,7689-11441,19
1141,7689-11442,19
1142,7689-11443,19
1143,7689-11444,19
1144,7689-11445,19
1145,7689-11758,19
1146,7689-11760,19
1147,7689-11778,19
1148,7689-11779,19
1149,7690-11430,3
1150,7690-11431,3
1151,7690-11433,3
1152,7690-11434,3
1153,7690-11435,3
1154,7690-11437,3
1155,7690-11439,3
1156,7690-11440,3
1157,7690-11441,3
1158,7690-11443,3
1159,7690-11444,3
1160,7690-11445,3
1161,7690-11758,3
1162,7690-11760,3
1163,7690-11778,3
1164,7691-11430,7
1165,7691-11431,7
1166,7691-11432,7
1167,7691-11433,7
1168,7691-11434,7
1169,7691-11435,7
1170,7691-11436,7
1171,7691-11437,7
1172,7691-11438,7
1173,7691-11439,7
1174,7691-11440,7
1175,7691-11441,7
1176,7691-11442,7
1177,7691-11443,7
1178,7691-11444,7
1179,7691-11445,7
1180,7691-11758,7
1181,7691-11760,7
1182,7691-11778,7
1183,7691-11779,7
1184,7692-11430,9
1185,7692-11431,9
1186,7692-11432,9
1187,7692-11433,9
1188,7692-11434,9
1189,7692-11435,9
1190,7692-11436,9
1191,7692-11437,9
1192,7692-11438,9
1193,7692-11439,9
1194,7692-11440,9
1195,7692-11441,9
1196,7692-11443,9
1197,7692-11444,9
1198,7692-11445,9
1199,7692-11758,9
1200,7692-11760,9
1201,7692-11778,9
1202,7693-11430,10
1203,7693-11431,10
1204,7693-11432,10
1205,7693-11433,10
1206,7693-11435,10
1207,7693-11436,10
1208,7693-11437,10
1209,7693-11438,10
1210,7693-11439,10
1211,7693-11441,10
1212,7693-11445,10
1213,7693-11758,10
1214,7693-11760,10
1215,7693-11779,10
1216,7694-11431,11
1217,7694-11432,11
1218,7694-11433,11
1219,7694-11434,11
1220,7694-11435,11
1221,7694-11436,11
1222,7694-11437,11
1223,7694-11438,11
1224,7694-11439,11
1225,7694-11440,11
1226,7694-11441,11
1227,7694-11442,11
1228,7694-11443,11
1229,7694-11444,11
1230,7694-11445,11
1231,7694-11758,11
1232,7694-11760,11
1233,7694-11778,11
1234,7694-11779,11
1235,7695-11430,5
1236,7695-11431,5
1237,7695-11432,5
1238,7695-11433,5
1239,7695-11434,5
1240,7695-11435,5
1241,7695-11436,5
1242,7695-11437,5
1243,7695-11438,5
1244,7695-11439,5
1245,7695-11440,5
1246,7695-11441,5
1247,7695-11442,5
1248,7695-11443,5
1249,7695-11444,5
1250,7695-11445,5
1251,7695-11758,5
1252,7695-11760,5
1253,7695-11778,5
1254,7695-11779,5
1255,7731-11430,17
1256,7731-11431,17
1257,7731-11432,17
1258,7731-11433,17
1259,7731-11434,17
1260,7731-11435,17
1261,7731-11436,17
1262,7731-11437,17
1263,7731-11438,17
1264,7731-11439,17
1265,7731-11440,17
1266,7731-11441,17
1267,7731-11442,17
1268,7731-11443,17
1269,7731-11444,17
1270,7731-11445,17
1271,7731-11758,17
1272,7731-11760,17
1273,7731-11778,17
1274,7731-11779,17
1275,7732-11430,18
1276,7732-11432,18
1277,7732-11433,18
1278,7732-11434,18
1279,7732-11435,18
1280,7732-11436,18
1281,7732-11437,18
1282,7732-11439,18
1283,7732-11440,18
1284,7732-11441,18
1285,7732-11442,18
1286,7732-11443,18
1287,7732-11444,18
1288,7732-11445,18
1289,7732-11758,18
1290,7732-11760,18
1291,7732-11778,18
1292,7732-11779,18
1293,7750-11436,15
1294,7750-11444,15
1295,7750-11758,15
1296,7750-11778,15
1297,7750-11779,15
1298,7751-11430,1
1299,7751-11431,1
1300,7751-11432,1
1301,7751-11433,1
1302,7751-11434,1
1303,7751-11435,1
1304,7751-11436,1
1305,7751-11437,1
1306,7751-11438,1
1307,7751-11439,1
1308,7751-11440,1
1309,7751-11441,1
1310,7751-11442,1
1311,7751-11443,1
1312,7751-11444,1
1313,7751-11445,1
1314,7751-11758,1
1315,7751-11760,1
1316,7751-11778,1
1317,7751-11779,1
1318,7680-7688-11430,32
1319,7680-7694-11430,107
1320,7680-7750-11430,75
1321,7680-7686-11431,50
1322,7680-7688-11431,28
1323,7680-7732-11431,97
1324,7680-7750-11431,73
1325,7680-7682-11432,102
1326,7680-7683-11432,90
1327,7680-7684-11432,61
1328,7680-7686-11432,48
1329,7680-7690-11432,94
1330,7680-7750-11432,71
1331,7680-7683-11433,88
1332,7680-7686-11433,47
1333,7680-7688-11433,33
1334,7680-7750-11433,70
1335,7680-7682-11434,100
1336,7680-7683-11434,87
1337,7680-7684-11434,58
1338,7680-7686-11434,43
1339,7680-7693-11434,81
1340,7680-7750-11434,67
1341,7680-7682-11435,98
1342,7680-7684-11435,60
1343,7680-7688-11435,24
1344,7680-7750-11435,69
1345,7680-7683-11436,85
1346,7680-7684-11436,54
1347,7680-7688-11436,37
1348,7680-7690-11436,91
1349,7680-7688-11437,25
1350,7680-7750-11437,64
1351,7680-7683-11438,84
1352,7680-7684-11438,62
1353,7680-7686-11438,49
1354,7680-7687-11438,104
1355,7680-7690-11438,92
1356,7680-7732-11438,96
1357,7680-7750-11438,72
1358,7680-7684-11439,55
1359,7680-7686-11439,40
1360,7680-7688-11439,23
1361,7680-7750-11439,63
1362,7680-7682-11440,99
1363,7680-7683-11440,89
1364,7680-7684-11440,56
1365,7680-7686-11440,41
1366,7680-7688-11440,31
1367,7680-7693-11440,79
1368,7680-7750-11440,65
1369,7680-7688-11441,26
1370,7680-7750-11441,76
1371,7680-7686-11442,52
1372,7680-7688-11442,29
1373,7680-7690-11442,95
1374,7680-7692-11442,105
1375,7680-7693-11442,83
1376,7680-7750-11442,77
1377,7680-7684-11443,57
1378,7680-7686-11443,42
1379,7680-7688-11443,27
1380,7680-7693-11443,80
1381,7680-7750-11443,66
1382,7680-7688-11444,35
1383,7680-7693-11444,82
1384,7680-7688-11445,30
1385,7680-7750-11445,74
1386,7680-7682-11758,101
1387,7680-7686-11758,51
1388,7680-7688-11758,36
1389,7680-7682-11760,103
1390,7680-7684-11760,59
1391,7680-7686-11760,44
1392,7680-7688-11760,34
1393,7680-7750-11760,68
1394,7680-7683-11778,86
1395,7680-7684-11778,53
1396,7680-7686-11778,39
1397,7680-7688-11778,21
1398,7680-7693-11778,78
1399,7680-7688-11779,38
1400,7680-7690-11779,93
1401,7680-7692-11779,106
1402,7681-7688-11430,32
1403,7681-7694-11430,107
1404,7681-7750-11430,75
1405,7681-7686-11431,50
1406,7681-7688-11431,28
1407,7681-7732-11431,97
1408,7681-7750-11431,73
1409,7681-7682-11432,102
1410,7681-7683-11432,90
1411,7681-7684-11432,61
1412,7681-7686-11432,48
1413,7681-7690-11432,94
1414,7681-7750-11432,71
1415,7681-7683-11433,88
1416,7681-7686-11433,47
1417,7681-7688-11433,33
1418,7681-7750-11433,70
1419,7681-7682-11434,100
1420,7681-7683-11434,87
1421,7681-7684-11434,58
1422,7681-7686-11434,43
1423,7681-7693-11434,81
1424,7681-7750-11434,67
1425,7681-7682-11435,98
1426,7681-7684-11435,60
1427,7681-7688-11435,24
1428,7681-7750-11435,69
1429,7681-7683-11436,85
1430,7681-7684-11436,54
1431,7681-7688-11436,37
1432,7681-7690-11436,91
1433,7681-7688-11437,25
1434,7681-7750-11437,64
1435,7681-7683-11438,84
1436,7681-7684-11438,62
1437,7681-7686-11438,49
1438,7681-7687-11438,104
1439,7681-7690-11438,92
1440,7681-7750-11438,72
1441,7681-7684-11439,55
1442,7681-7686-11439,40
1443,7681-7688-11439,23
1444,7681-7750-11439,63
1445,7681-7682-11440,99
1446,7681-7683-11440,89
1447,7681-7684-11440,56
1448,7681-7686-11440,41
1449,7681-7688-11440,31
1450,7681-7693-11440,79
1451,7681-7750-11440,65
1452,7681-7688-11441,26
1453,7681-7750-11441,76
1454,7681-7686-11442,52
1455,7681-7688-11442,29
1456,7681-7690-11442,95
1457,7681-7692-11442,105
1458,7681-7693-11442,83
1459,7681-7750-11442,77
1460,7681-7684-11443,57
1461,7681-7686-11443,42
1462,7681-7688-11443,27
1463,7681-7693-11443,80
1464,7681-7750-11443,66
1465,7681-7688-11444,35
1466,7681-7693-11444,82
1467,7681-7688-11445,30
1468,7681-7750-11445,74
1469,7681-7682-11758,101
1470,7681-7686-11758,51
1471,7681-7688-11758,36
1472,7681-7682-11760,103
1473,7681-7684-11760,59
1474,7681-7686-11760,44
1475,7681-7688-11760,34
1476,7681-7750-11760,68
1477,7681-7683-11778,86
1478,7681-7684-11778,53
1479,7681-7686-11778,39
1480,7681-7688-11778,21
1481,7681-7693-11778,78
1482,7681-7688-11779,38
1483,7681-7690-11779,93
1484,7681-7692-11779,106
1485,7682-7688-11430,32
1486,7682-7694-11430,107
1487,7682-7750-11430,75
1488,7682-7686-11431,50
1489,7682-7688-11431,28
1490,7682-7732-11431,97
1491,7682-7750-11431,73
1492,7682-7685-11432,102
1493,7682-7687-11432,102
1494,7682-7688-11432,102
1495,7682-7689-11432,102
1496,7682-7691-11432,102
1497,7682-7692-11432,102
1498,7682-7693-11432,102
1499,7682-7694-11432,102
1500,7682-7695-11432,102
1501,7682-7731-11432,102
1502,7682-7732-11432,102
1503,7682-7751-11432,102
1504,7682-7686-11433,47
1505,7682-7688-11433,33
1506,7682-7750-11433,70
1507,7682-7685-11434,100
1508,7682-7687-11434,100
1509,7682-7689-11434,100
1510,7682-7690-11434,100
1511,7682-7691-11434,100
1512,7682-7692-11434,100
1513,7682-7694-11434,100
1514,7682-7695-11434,100
1515,7682-7731-11434,100
1516,7682-7732-11434,100
1517,7682-7751-11434,100
1518,7682-7685-11435,98
1519,7682-7686-11435,98
1520,7682-7687-11435,98
1521,7682-7689-11435,98
1522,7682-7690-11435,98
1523,7682-7691-11435,98
1524,7682-7692-11435,98
1525,7682-7693-11435,98
1526,7682-7694-11435,98
1527,7682-7695-11435,98
1528,7682-7731-11435,98
1529,7682-7732-11435,98
1530,7682-7751-11435,98
1531,7682-7684-11436,54
1532,7682-7688-11436,37
1533,7682-7690-11436,91
1534,7682-7688-11437,25
1535,7682-7750-11437,64
1536,7682-7684-11438,62
1537,7682-7686-11438,49
1538,7682-7687-11438,104
1539,7682-7690-11438,92
1540,7682-7732-11438,96
1541,7682-7750-11438,72
1542,7682-7684-11439,55
1543,7682-7686-11439,40
1544,7682-7750-11439,63
1545,7682-7685-11440,99
1546,7682-7687-11440,99
1547,7682-7689-11440,99
1548,7682-7690-11440,99
1549,7682-7691-11440,99
1550,7682-7692-11440,99
1551,7682-7694-11440,99
1552,7682-7695-11440,99
1553,7682-7731-11440,99
1554,7682-7732-11440,99
1555,7682-7751-11440,99
1556,7682-7688-11441,26
1557,7682-7750-11441,76
1558,7682-7686-11442,52
1559,7682-7688-11442,29
1560,7682-7690-11442,95
1561,7682-7692-11442,105
1562,7682-7693-11442,83
1563,7682-7750-11442,77
1564,7682-7684-11443,57
1565,7682-7686-11443,42
1566,7682-7688-11443,27
1567,7682-7693-11443,80
1568,7682-7750-11443,66
1569,7682-7688-11444,35
1570,7682-7693-11444,82
1571,7682-7688-11445,30
1572,7682-7750-11445,74
1573,7682-7684-11758,101
1574,7682-7685-11758,101
1575,7682-7687-11758,101
1576,7682-7689-11758,101
1577,7682-7690-11758,101
1578,7682-7691-11758,101
1579,7682-7692-11758,101
1580,7682-7693-11758,101
1581,7682-7694-11758,101
1582,7682-7695-11758,101
1583,7682-7731-11758,101
1584,7682-7732-11758,101
1585,7682-7750-11758,101
1586,7682-7751-11758,101
1587,7682-7685-11760,103
1588,7682-7687-11760,103
1589,7682-7689-11760,103
1590,7682-7690-11760,103
1591,7682-7691-11760,103
1592,7682-7692-11760,103
1593,7682-7693-11760,103
1594,7682-7694-11760,103
1595,7682-7695-11760,103
1596,7682-7731-11760,103
1597,7682-7732-11760,103
1598,7682-7751-11760,103
1599,7682-7686-11778,39
1600,7682-7688-11778,21
1601,7682-7693-11778,78
1602,7682-7688-11779,38
1603,7682-7690-11779,93
1604,7682-7692-11779,106
1605,7683-7688-11430,32
1606,7683-7694-11430,107
1607,7683-7750-11430,75
1608,7683-7686-11431,50
1609,7683-7688-11431,28
1610,7683-7732-11431,97
1611,7683-7750-11431,73
1612,7683-7685-11432,90
1613,7683-7687-11432,90
1614,7683-7688-11432,90
1615,7683-7689-11432,90
1616,7683-7691-11432,90
1617,7683-7692-11432,90
1618,7683-7693-11432,90
1619,7683-7694-11432,90
1620,7683-7695-11432,90
1621,7683-7731-11432,90
1622,7683-7732-11432,90
1623,7683-7751-11432,90
1624,7683-7684-11433,88
1625,7683-7685-11433,88
1626,7683-7687-11433,88
1627,7683-7689-11433,88
1628,7683-7690-11433,88
1629,7683-7691-11433,88
1630,7683-7692-11433,88
1631,7683-7693-11433,88
1632,7683-7694-11433,88
1633,7683-7695-11433,88
1634,7683-7731-11433,88
1635,7683-7732-11433,88
1636,7683-7751-11433,88
1637,7683-7685-11434,87
1638,7683-7687-11434,87
1639,7683-7689-11434,87
1640,7683-7690-11434,87
1641,7683-7691-11434,87
1642,7683-7692-11434,87
1643,7683-7694-11434,87
1644,7683-7695-11434,87
1645,7683-7731-11434,87
1646,7683-7732-11434,87
1647,7683-7751-11434,87
1648,7683-7684-11435,60
1649,7683-7750-11435,69
1650,7683-7685-11436,85
1651,7683-7686-11436,85
1652,7683-7687-11436,85
1653,7683-7689-11436,85
1654,7683-7691-11436,85
1655,7683-7692-11436,85
1656,7683-7693-11436,85
1657,7683-7694-11436,85
1658,7683-7695-11436,85
1659,7683-7731-11436,85
1660,7683-7732-11436,85
1661,7683-7750-11436,85
1662,7683-7751-11436,85
1663,7683-7688-11437,25
1664,7683-7750-11437,64
1665,7683-7685-11438,84
1666,7683-7688-11438,84
1667,7683-7689-11438,84
1668,7683-7691-11438,84
1669,7683-7692-11438,84
1670,7683-7693-11438,84
1671,7683-7694-11438,84
1672,7683-7695-11438,84
1673,7683-7731-11438,84
1674,7683-7751-11438,84
1675,7683-7684-11439,55
1676,7683-7686-11439,40
1677,7683-7750-11439,63
1678,7683-7685-11440,89
1679,7683-7687-11440,89
1680,7683-7689-11440,89
1681,7683-7690-11440,89
1682,7683-7691-11440,89
1683,7683-7692-11440,89
1684,7683-7694-11440,89
1685,7683-7695-11440,89
1686,7683-7731-11440,89
1687,7683-7732-11440,89
1688,7683-7751-11440,89
1689,7683-7688-11441,26
1690,7683-7750-11441,76
1691,7683-7686-11442,52
1692,7683-7688-11442,29
1693,7683-7690-11442,95
1694,7683-7692-11442,105
1695,7683-7693-11442,83
1696,7683-7750-11442,77
1697,7683-7684-11443,57
1698,7683-7686-11443,42
1699,7683-7688-11443,27
1700,7683-7693-11443,80
1701,7683-7750-11443,66
1702,7683-7688-11444,35
1703,7683-7693-11444,82
1704,7683-7688-11445,30
1705,7683-7750-11445,74
1706,7683-7686-11758,51
1707,7683-7688-11758,36
1708,7683-7684-11760,59
1709,7683-7686-11760,44
1710,7683-7688-11760,34
1711,7683-7750-11760,68
1712,7683-7685-11778,86
1713,7683-7687-11778,86
1714,7683-7689-11778,86
1715,7683-7690-11778,86
1716,7683-7691-11778,86
1717,7683-7692-11778,86
1718,7683-7694-11778,86
1719,7683-7695-11778,86
1720,7683-7731-11778,86
1721,7683-7732-11778,86
1722,7683-7751-11778,86
1723,7683-7688-11779,38
1724,7683-7690-11779,93
1725,7683-7692-11779,106
1726,7684-7688-11430,32
1727,7684-7694-11430,107
1728,7684-7750-11430,75
1729,7684-7686-11431,50
1730,7684-7688-11431,28
1731,7684-7732-11431,97
1732,7684-7750-11431,73
1733,7684-7687-11432,61
1734,7684-7688-11432,61
1735,7684-7689-11432,61
1736,7684-7691-11432,61
1737,7684-7692-11432,61
1738,7684-7693-11432,61
1739,7684-7694-11432,61
1740,7684-7695-11432,61
1741,7684-7731-11432,61
1742,7684-7732-11432,61
1743,7684-7751-11432,61
1744,7684-7686-11433,47
1745,7684-7688-11433,33
1746,7684-7750-11433,70
1747,7684-7687-11434,58
1748,7684-7689-11434,58
1749,7684-7690-11434,58
1750,7684-7691-11434,58
1751,7684-7692-11434,58
1752,7684-7694-11434,58
1753,7684-7695-11434,58
1754,7684-7731-11434,58
1755,7684-7732-11434,58
1756,7684-7751-11434,58
1757,7684-7686-11435,60
1758,7684-7687-11435,60
1759,7684-7689-11435,60
1760,7684-7690-11435,60
1761,7684-7691-11435,60
1762,7684-7692-11435,60
1763,7684-7693-11435,60
1764,7684-7694-11435,60
1765,7684-7695-11435,60
1766,7684-7731-11435,60
1767,7684-7732-11435,60
1768,7684-7751-11435,60
1769,7684-7687-11436,54
1770,7684-7689-11436,54
1771,7684-7691-11436,54
1772,7684-7692-11436,54
1773,7684-7693-11436,54
1774,7684-7694-11436,54
1775,7684-7695-11436,54
1776,7684-7731-11436,54
1777,7684-7732-11436,54
1778,7684-7751-11436,54
1779,7684-7688-11437,25
1780,7684-7750-11437,64
1781,7684-7689-11438,62
1782,7684-7691-11438,62
1783,7684-7692-11438,62
1784,7684-7693-11438,62
1785,7684-7694-11438,62
1786,7684-7695-11438,62
1787,7684-7731-11438,62
1788,7684-7751-11438,62
1789,7684-7687-11439,55
1790,7684-7689-11439,55
1791,7684-7690-11439,55
1792,7684-7691-11439,55
1793,7684-7692-11439,55
1794,7684-7693-11439,55
1795,7684-7694-11439,55
1796,7684-7695-11439,55
1797,7684-7731-11439,55
1798,7684-7732-11439,55
1799,7684-7751-11439,55
1800,7684-7687-11440,56
1801,7684-7689-11440,56
1802,7684-7690-11440,56
1803,7684-7691-11440,56
1804,7684-7692-11440,56
1805,7684-7694-11440,56
1806,7684-7695-11440,56
1807,7684-7731-11440,56
1808,7684-7732-11440,56
1809,7684-7751-11440,56
1810,7684-7688-11441,26
1811,7684-7750-11441,76
1812,7684-7686-11442,52
1813,7684-7688-11442,29
1814,7684-7690-11442,95
1815,7684-7692-11442,105
1816,7684-7693-11442,83
1817,7684-7750-11442,77
1818,7684-7687-11443,57
1819,7684-7689-11443,57
1820,7684-7690-11443,57
1821,7684-7691-11443,57
1822,7684-7692-11443,57
1823,7684-7694-11443,57
1824,7684-7695-11443,57
1825,7684-7731-11443,57
1826,7684-7732-11443,57
1827,7684-7751-11443,57
1828,7684-7688-11444,35
1829,7684-7693-11444,82
1830,7684-7688-11445,30
1831,7684-7750-11445,74
1832,7684-7686-11758,51
1833,7684-7688-11758,36
1834,7684-7687-11760,59
1835,7684-7689-11760,59
1836,7684-7690-11760,59
1837,7684-7691-11760,59
1838,7684-7692-11760,59
1839,7684-7693-11760,59
1840,7684-7694-11760,59
1841,7684-7695-11760,59
1842,7684-7731-11760,59
1843,7684-7732-11760,59
1844,7684-7751-11760,59
1845,7684-7687-11778,53
1846,7684-7689-11778,53
1847,7684-7691-11778,53
1848,7684-7692-11778,53
1849,7684-7694-11778,53
1850,7684-7695-11778,53
1851,7684-7731-11778,53
1852,7684-7751-11778,53
1853,7684-7688-11779,38
1854,7684-7690-11779,93
1855,7684-7692-11779,106
1856,7685-7688-11430,32
1857,7685-7694-11430,107
1858,7685-7750-11430,75
1859,7685-7686-11431,50
1860,7685-7688-11431,28
1861,7685-7750-11431,73
1862,7685-7686-11432,48
1863,7685-7690-11432,94
1864,7685-7750-11432,71
1865,7685-7686-11433,47
1866,7685-7688-11433,33
1867,7685-7750-11433,70
1868,7685-7686-11434,43
1869,7685-7693-11434,81
1870,7685-7750-11434,67
1871,7685-7688-11435,24
1872,7685-7750-11435,69
1873,7685-7688-11436,37
1874,7685-7690-11436,91
1875,7685-7688-11437,25
1876,7685-7750-11437,64
1877,7685-7686-11438,49
1878,7685-7687-11438,104
1879,7685-7690-11438,92
1880,7685-7750-11438,72
1881,7685-7686-11439,40
1882,7685-7688-11439,23
1883,7685-7750-11439,63
1884,7685-7686-11440,41
