110,Alapin-Blackburne Gambit
111,Albin Countergambit
113,"Albin Countergambit, Balogh Variation"
114,"Albin Countergambit, Fianchetto Variation"
115,"Albin Countergambit, Fianchetto Variation, Be6 Line"
116,"Albin Countergambit, Fianchetto Variation, Bf5 Line"
117,"Albin Countergambit, Fianchetto Variation, Bg4 Line"
118,"Albin Countergambit, Janowski Variation"
119,"Albin Countergambit, Lasker Trap"
120,"Albin Countergambit, Modern Line"
121,"Albin Countergambit, Normal Line"
122,"Albin Countergambit, Tartakower Defense"
123,Alekhine Defense
125,"Alekhine Defense, Borisenko-Furman Variation"
126,"Alekhine Defense, Haberditz Variation"
127,Alekhine Gambit
128,Alekhine Variation
130,"Alekhine Variation, Abonyi Variation"
131,"Alekhine Variation, Tartakower Defense"
132,Alekhine-Chatard Attack
134,"Alekhine-Chatard Attack, Albin-Chatard Gambit"
135,"Alekhine-Chatard Attack, Breyer Variation"
136,"Alekhine-Chatard Attack, Maroczy Variation"
137,"Alekhine-Chatard Attack, Spielmann Variation"
138,"Alekhine-Chatard Attack, Teichmann Variation"
139,Alessi Gambit
140,Allgaier
141,Allgaier Gambit
142,"Allgaier, Schlechter Defense"
143,Amazon Attack
144,Anderssen Counterattack
146,"Anderssen Counterattack, Collijn Variation"
147,"Anderssen Counterattack, Goteborg System"
148,"Anderssen Counterattack, Orthodox Attack"
149,Anderssen Defense
150,Anderssen Gambit
151,Anglo-Dutch Defense
153,"Anglo-Dutch Defense, Hickmann Gambit"
154,Anglo-Dutch Variation
155,"Anglo-Dutch Variation, Ferenc Gambit"
156,Anglo-Gruenfeld Defense
157,Anglo-Indian Defense
159,"Anglo-Indian Defense, Anglo-Gruenfeld Variation"
160,"Anglo-Indian Defense, Anglo-Gruenfeld Variation #2"
161,"Anglo-Indian Defense, Anglo-Gruenfeld Variation #3"
162,"Anglo-Indian Defense, Anti-Anti-Gruenfeld"
163,"Anglo-Indian Defense, Flohr-Mikenas-Carls Variation, Nei Gambit"
164,"Anglo-Indian Defense, Gruenfeld Formation"
165,"Anglo-Indian Defense, Hedgehog System"
166,"Anglo-Indian Defense, King's Indian Formation"
167,"Anglo-Indian Defense, King's Indian Formation, Double Fianchetto"
168,"Anglo-Indian Defense, King's Knight Variation"
169,"Anglo-Indian Defense, Nimzo-English"
170,"Anglo-Indian Defense, Old Indian Formation"
171,"Anglo-Indian Defense, Queen's Indian Formation"
172,"Anglo-Indian Defense, Queen's Indian Variation"
173,"Anglo-Indian Defense, Queen's Knight Variation"
174,"Anglo-Indian Defense, Scandinavian Defense"
175,"Anglo-Indian Defense, Scandinavian Defense, Exchange Variation"
176,"Anglo-Indian Defense, Slav Formation"
177,"Anglo-Indian Defense, Zvjaginsev-Krasenkow Attack"
178,Anglo-Lithuanian Variation
179,Anglo-Scandinavian Defense
181,"Anglo-Scandinavian Defense, Loehn Gambit"
182,"Anglo-Scandinavian Defense, Malvinas Variation"
183,"Anglo-Scandinavian Defense, Schulz Gambit"
184,Anglo-Slav Opening
185,Anglo-Slav Variation
186,"Anglo-Slav Variation, Bled Variation"
187,"Anglo-Slav Variation, Bogoljubov Variation"
188,"Anglo-Slav Variation, Bogoljubov Variation, II"
189,"Anglo-Slav Variation, Bogoljubov Variation, III"
190,"Anglo-Slav Variation, Bogoljubov Variation, Stonewall Line"
191,"Anglo-Slav Variation, Capablanca Variation"
192,"Anglo-Slav Variation, London Defensive System"
193,"Anglo-Slav Variation, New York System"
194,"Anglo-Slav Variation, Torre System"
195,Antal Defense
196,Anti-Fried Liver Defense
197,Anti-Gruenfeld
198,"Anti-Gruenfeld, Advance Variation"
199,"Anti-Gruenfeld, Alekhine Variation"
200,Anti-Moscow Gambit
201,Anti-Nimzo-Indian
202,Anti-Noteboom
203,"Anti-Noteboom, Stonewall Variation, Portisch Gambit"
204,Anti-Philidor
206,"Anti-Philidor, Lion's Cave"
207,Anti-Queen's Indian System
208,Anti-Tartakower Variation
210,"Anti-Tartakower Variation, Petrosian Variation"
211,Anti-Torre
212,Arctic Defense
214,"Arctic Defense, Drunken Knight Variation"
215,Australian Gambit
216,Austrian
217,Austrian Attack
219,Austrian Attack #2
220,"Austrian Attack, Dragon Formation"
221,"Austrian Attack, Kurajica Variation"
222,"Austrian Attack, Ljubojevic Variation"
223,"Austrian Attack, Salvio Countergambit"
224,"Austrian Attack, Unzicker Attack"
225,"Austrian Attack, Unzicker Attack, Bronstein Variation"
226,"Austrian Attack, Weiss Variation"
227,Austrian Defense
229,"Austrian Defense, Gusev Countergambit"
230,"Austrian, Pteranodon"
231,Averbakh
232,Averbakh System
233,"Averbakh System, Kotov Variation"
234,"Averbakh System, Randspringer Variation"
235,Averbakh Variation
237,"Averbakh Variation, Benoni Defense"
238,"Averbakh Variation, Benoni Defense, Advance Variation"
239,"Averbakh Variation, Benoni Defense, Exchange Variation"
240,"Averbakh Variation, Flexible Defense"
241,"Averbakh Variation, Geller Defense"
242,"Averbakh Variation, Modern Defense"
243,"Averbakh Variation, Nc6 Defense"
244,"Averbakh Variation, Pseudo-Saemisch"
245,"Averbakh Variation, Spanish Defense"
246,Baeuerle Gambit
247,Balogh Defense
248,Balogh Variation
249,Baltic Defense
251,"Baltic Defense, Argentinian Gambit"
252,"Baltic Defense, Pseudo-Chigorin"
253,"Baltic Defense, Pseudo-Slav"
254,"Baltic Defense, Queen Attack"
255,"Baltic Defense, Queen Attack Deferred"
256,Banzai-Leong Gambit
257,Barmen Variation
258,Barry Attack
259,"Barry Attack, Gruenfeld Variation"
260,Basman Defense
261,Basman Gambit
262,Batavo-Polish Attack
263,Battambang Variation
264,Bavarian Gambit
265,Bayonet Attack
266,Becker Defense
267,Beefeater Variation
268,Been-Koomen Variation
269,Benima Defense
270,Benoni Gambit
271,Benoni Gambit Accepted
272,"Benoni Gambit, Schlenker Defense"
273,Benoni-Indian Defense
275,"Benoni-Indian Defense, Kingside Move Order"
276,Benoni-Staunton Gambit
277,Berger Variation
278,Berlin Defense
280,Berlin Defense #2
281,"Berlin Defense, Anderssen Variation"
282,"Berlin Defense, Beverwijk Variation"
283,"Berlin Defense, Closed Bernstein Variation"
284,"Berlin Defense, Closed Showalter Variation"
285,"Berlin Defense, Closed Wolf Variation"
286,"Berlin Defense, Duras Variation"
287,"Berlin Defense, Fishing Pole Variation"
288,"Berlin Defense, Greco Gambit"
289,"Berlin Defense, Hedgehog Variation"
290,"Berlin Defense, Improved Steinitz Defense"
291,"Berlin Defense, l'Hermet Variation"
292,"Berlin Defense, l'Hermet Variation, Westerinen Line"
293,"Berlin Defense, Minckwitz Variation"
294,"Berlin Defense, Nyholm Attack"
295,"Berlin Defense, Rio de Janeiro Variation"
296,"Berlin Defense, Rio Gambit Accepted"
297,"Berlin Defense, Rosenthal Variation"
298,"Berlin Defense, Tarrasch Trap"
299,Berlin Gambit
300,Beyer Gambit
301,Big Clamp Formation
302,Bilguer Variation
303,Billockus-Johansen Gambit
304,Bird Gambit
305,Bird Invitation
306,Bird Variation
308,"Bird Variation, Paulsen Variation"
309,Bird's Attack
310,Bird's Defense Deferred
311,Birmingham Gambit
312,Bishop Attack
314,"Bishop Attack, Buecker Gambit"
315,"Bishop Attack, Monkey's Bum"
316,Bishop's Gambit
318,"Bishop's Gambit, Anderssen Variation"
319,"Bishop's Gambit, Bledow Variation"
320,"Bishop's Gambit, Paulsen Attack"
321,"Bishop's Gambit, Steinitz Defense"
322,Blachly Gambit
323,Black Mustang Defense
324,Blackburne Gambit
325,Blackburne Variation
326,Blackburne-Kloosterboer Gambit
327,Blackmar's Second Gambit
328,Bladel Variation
329,Blumenfeld Attack
330,Boden Variation
331,Boden-Kieseritzky Gambit
332,Boehnke Gambit
333,Bogoljubov Defense
334,Bogoljubov Variation
336,"Bogoljubov Variation, Nimzowitsch Attack"
337,"Bogoljubov Variation, Studier Attack"
338,Boi Variation
339,Boleslavsky Variation
341,"Boleslavsky Variation, Louma Variation"
342,Bonet Gambit
343,Bonsch-Osmolovsky Variation
344,Borg Defense
345,Borg Gambit
346,Borg Variation
347,Botvinnik System
349,"Botvinnik System, Alatortsev System"
350,"Botvinnik System, Lilienthal Variation"
351,"Botvinnik System, Szabo Variation"
352,Botvinnik Variation
353,Bowdler Attack
354,Braune Variation
355,Brentano Gambit
356,Breyer Gambit
357,Breyer Variation
358,Brick Variation
359,Brinckmann Attack
361,"Brinckmann Attack, Gruenfeld Gambit"
362,"Brinckmann Attack, Gruenfeld Gambit Accepted"
363,Brix Variation
364,Brombacher Countergambit
365,Bronstein Attack
366,Bronstein Gambit
367,Bronstein Variation
368,Bronstein-Larsen Variation
369,Brooklyn Variation
371,"Brooklyn Variation, Everglades Variation"
372,Brussels Gambit
373,Bucker Defense
374,Buckley Attack
375,Budapest Defense
376,Buecker Gambit
377,Buecker Variation
378,Bugayev Advance Variation
379,Bugayev Attack
380,Bulgarian Variation
381,Burn Variation
382,Busch-Gass Gambit
384,"Busch-Gass Gambit, Chiodini Gambit"
385,Byrne Variation
386,Calabrese Countergambit
388,"Calabrese Countergambit, Jaenisch Variation"
389,Cambridge Springs Defense
390,Cambridge Springs Variation
391,Canal Attack
392,"Canal Attack, Haag Gambit"
393,"Canal Attack, Main Line"
394,Canal-Sokolsky Attack
396,"Canal-Sokolsky Attack, Sokolsky Variation"
397,Cannstatter Variation
398,Capablanca
400,Capablanca Variation
401,"Capablanca, Anti-Cambridge Springs Variation"
402,Carls-Bremen System
403,Carlson Gambit
404,Caro Gambit
405,Caro-Kann Defensive System
406,Caro-Kann Variation
407,"Caro-Kann Variation, St. Patrick's Attack"
408,Carrera Gambit
409,Catalan Formation
410,Central
411,Central Countergambit
412,Central Variation
413,"Central Variation, Alekhine System"
414,"Central Variation, Greco Variation"
415,"Central Variation, McDonnell Defense"
416,"Central Variation, McDonnell Defense, Somov Gambit"
417,"Central Variation, Modern Defense"
418,"Central Variation, Rubinstein Defense"
419,"Central Variation, Rubinstein Defense, Yefimov Gambit"
420,"Central, Anhanguera"
421,"Central, Benoni Beefeater Pterodactyl"
422,"Central, Benoni Pterodactyl"
423,"Central, Benoni Quetzalcoatlus"
424,"Central, Quetzalcoatlus Gambit"
425,Chameleon Variation
427,"Chameleon Variation, Advance System"
428,Chandler Gambit
429,Charousek (Petrosian) Variation
430,Charousek Variation
431,Chekhover Variation
433,"Chekhover Variation, Zaitsev Defense"
434,Chigorin Defense
436,Chigorin Defense #2
437,Chigorin Defense #3
438,"Chigorin Defense, Exchange Variation"
439,"Chigorin Defense, Exchange Variation, Costa's Line"
440,"Chigorin Defense, Janowski Variation"
441,"Chigorin Defense, Lazard Gambit"
442,"Chigorin Defense, Main Line"
443,"Chigorin Defense, Main Line, Alekhine Variation"
444,"Chigorin Defense, Modern Gambit"
445,"Chigorin Defense, Tartakower Gambit"
446,Chigorin Variation
447,Chinese Variation
448,Clam Gambit
449,Clam Variation
450,"Clam Variation, King's Gambit Reversed"
451,"Clam Variation, Radisch Gambit"
452,Classical
453,Classical Attack
455,"Classical Attack, Chigorin Variation"
456,"Classical Attack, Chigorin Variation, Browne Attack"
457,"Classical Attack, Chigorin Variation, Main Line"
458,"Classical Attack, Closed Variation"
459,"Classical Attack, Jaenisch Variation"
460,"Classical Attack, Marshall Trap"
461,"Classical Attack, Marshall Variation"
462,"Classical Attack, Marshall Variation, Chinese Gambit"
463,"Classical Attack, Mason Variation"
464,"Classical Attack, Mason-Showalter Variation"
465,"Classical Attack, Staunton Variation"
466,"Classical Attack, Tarrasch Variation"
467,Classical Defense
469,"Classical Defense, Alekhine System (Except Main Line)"
470,"Classical Defense, Alekhine System, Main Line"
471,"Classical Defense, Big Center Variation"
472,"Classical Defense, Main Line"
473,"Classical Defense, Nimzowitsch Variation"
474,"Classical Defense, Normal Line"
475,"Classical Defense, Rubinstein Variation"
476,"Classical Defense, Steinitz Variation, Development Variation"
477,"Classical Defense, Steinitz Variation, Exchange Variation"
478,Classical Variation
480,Classical Variation #2
481,"Classical Variation, Advance Variation"
482,"Classical Variation, Alapin Variation"
483,"Classical Variation, Albin Gambit"
484,"Classical Variation, Alexandre Gambit"
485,"Classical Variation, Anti-Sozin Variation"
486,"Classical Variation, Argentine Counterattack"
487,"Classical Variation, Averbakh-Grivas Attack"
488,"Classical Variation, Berlin Variation"
489,"Classical Variation, Berlin Variation, Pirc Variation"
490,"Classical Variation, Berlin Variation, Steiner Variation"
491,"Classical Variation, Blackburne Attack"
492,"Classical Variation, Bogoljubov Variation"
493,"Classical Variation, Buenos Aires Variation"
494,"Classical Variation, Burn Variation, Main Line"
495,"Classical Variation, Burn Variation, Morozevich Line"
496,"Classical Variation, Carlsbad Variation"
497,"Classical Variation, Center Attack"
498,"Classical Variation, Center Holding Variation"
499,"Classical Variation, Central Variation"
500,"Classical Variation, Charousek Variation"
501,"Classical Variation, Classical Tarrasch Gambit"
502,"Classical Variation, Closed Variation"
503,"Classical Variation, Cordel Gambit"
504,"Classical Variation, Czerniak Defense"
505,"Classical Variation, Czerniak Defense, Tal Line"
506,"Classical Variation, Delayed Exchange Variation"
507,"Classical Variation, Dragon Transfer"
508,"Classical Variation, Endgame Variation"
509,"Classical Variation, Fianchetto Variation"
510,"Classical Variation, Flohr Variation"
511,"Classical Variation, Frankfurt Variation"
512,"Classical Variation, Full Line"
513,"Classical Variation, Giuoco Pianissimo"
514,"Classical Variation, Giuoco Pianissimo, Main Line"
515,"Classical Variation, Greco Gambit"
516,"Classical Variation, Greco Gambit, Anderssen Variation"
517,"Classical Variation, Greco Gambit, Greco Variation"
518,"Classical Variation, Greco Gambit, Main Line"
519,"Classical Variation, Greco Gambit, Moeller-Therkatz Attack"
520,"Classical Variation, Greco Gambit, Traditional Line"
521,"Classical Variation, Huisl Variation"
522,"Classical Variation, Ilyin-Zhenevsky Variation"
523,"Classical Variation, Ilyin-Zhenevsky Variation, Alatortsev-Lisitsyn Line"
524,"Classical Variation, Intermezzo Variation"
525,"Classical Variation, Keres Defense"
526,"Classical Variation, Konikowski Gambit"
527,"Classical Variation, La Bourdonnais Variation"
528,"Classical Variation, Lobron System"
529,"Classical Variation, Main Line"
530,"Classical Variation, Maroczy Attack"
531,"Classical Variation, Millennium Variation"
532,"Classical Variation, Milner-Barry Variation"
533,"Classical Variation, Modern Defense"
534,"Classical Variation, Modern Main Line"
535,"Classical Variation, New York Variation"
536,"Classical Variation, Noa Variation"
537,"Classical Variation, Noa Variation, Botvinnik Variation"
538,"Classical Variation, Normal Variation"
539,"Classical Variation, Original Defense"
540,"Classical Variation, Petursson Variation"
541,"Classical Variation, Polgar Variation"
542,"Classical Variation, Pollock Variation"
543,"Classical Variation, Polugaevsky Gambit"
544,"Classical Variation, Quiet System"
545,"Classical Variation, Quiet System, Chigorin Line"
546,"Classical Variation, Quiet System, Czech Defense"
547,"Classical Variation, Quiet System, Parma Defense"
548,"Classical Variation, Reti Variation"
549,"Classical Variation, Richter Attack"
550,"Classical Variation, Richter Attack #2"
551,"Classical Variation, Rubinstein Variation"
552,"Classical Variation, Schlechter Variation"
553,"Classical Variation, Seirawan Variation"
554,"Classical Variation, Spanish Wing Gambit"
555,"Classical Variation, Spassky Variation"
556,"Classical Variation, Steinitz Variation"
557,"Classical Variation, Stonewall Variation"
558,"Classical Variation, Stonewall Variation, Botvinnik Variation"
559,"Classical Variation, Svenonius Variation"
560,"Classical Variation, Swiss Variation"
561,"Classical Variation, Tarrasch Variation"
562,"Classical Variation, Tartakower Variation"
563,"Classical Variation, Tiviakov Defense"
564,"Classical Variation, Traditional Variation"
565,"Classical Variation, Traditional Variation, Main Line"
566,"Classical Variation, Traditional Variation, Nimzowitsch Line"
567,"Classical Variation, Vistaneckis (Nimzowitsch) Variation"
568,"Classical Variation, Vitolins-Adorjan Gambit"
569,"Classical Variation, Zukertort Gambit"
570,"Classical Variation, Zurich Variation"
571,"Classical, 7...Nd7"
572,"Classical, Noa Variation, 5.cxd5 exd5"
573,"Classical, Noa Variation, Main Line"
574,"Classical, Soldatenkov Variation"
575,"Classical, Spassky Variation"
576,"Classical, without 9.O-O"
577,Closed
579,Closed #2
580,Closed Berlin Defense
581,Closed Variation
583,"Closed Variation, Botvinnik Defense I"
584,"Closed Variation, Botvinnik Defense II"
585,"Closed Variation, Botvinnik Variation"
586,"Closed Variation, Chameleon Variation"
587,"Closed Variation, Fianchetto Variation"
588,"Closed Variation, Grob Attack"
589,"Closed Variation, Korchnoi Defense"
590,"Closed Variation, Rabinovich Variation"
591,"Closed Variation, Traditional"
592,"Closed Variation, Traditional Variation"
593,Closed Variations
595,"Closed Variations, Averbakh Variation"
596,"Closed Variations, Balla Variation"
597,"Closed Variations, Bogoljubov Variation"
598,"Closed Variations, Borisenko Variation"
599,"Closed Variations, Breyer Defense"
600,"Closed Variations, Center Attack"
601,"Closed Variations, Chigorin Defense"
602,"Closed Variations, Closed Defense"
603,"Closed Variations, Closed Defense #2"
604,"Closed Variations, Delayed Exchange"
605,"Closed Variations, Flohr System"
606,"Closed Variations, Keres Defense"
607,"Closed Variations, Keres Defense #2"
608,"Closed Variations, Kholmov Variation"
609,"Closed Variations, Lutikov Variation"
610,"Closed Variations, Martinez Variation"
611,"Closed Variations, Morphy Attack"
612,"Closed Variations, Pilnik Variation"
613,"Closed Variations, Rosen Attack"
614,"Closed Variations, Smyslov Defense"
615,"Closed Variations, Trajkovic Counterattack"
616,"Closed Variations, Worrall Attack"
617,"Closed Variations, Worrall Attack, Castling Line"
618,"Closed Variations, Worrall Attack, Delayed Castling Line"
619,"Closed Variations, Yates Variation"
620,"Closed Variations, Yates Variation, Short Attack"
621,"Closed Variations, Zaitsev System"
622,"Closed, 7...O-O"
623,"Closed, 7.Qc2 c6 8.b3"
624,"Closed, 8.c3"
625,"Closed, Anti-Marshall 8.a4"
626,"Closed, Breyer, 10.d4"
627,"Closed, Main Line"
628,"Closed, Sokolsky Variation"
629,Cochrane Gambit
630,Cochrane Variation
631,Coles Sicilian Gambit
632,Colle System
634,"Colle System, Anti-Colle"
635,"Colle System, Gruenfeld Formation"
636,"Colle System, King's Indian Variation"
637,Columbus Variation
638,Copenhagen Defense
639,Corkscrew Countergambit
640,Cormorant Gambit
641,Counterthrust Variation
642,Cozio (Lasker) Attack
643,Cozio Defense
645,"Cozio Defense, Paulsen Variation"
646,Cunningham
647,Cunningham Defense
648,"Cunningham, Bertin Gambit"
649,Czech Benoni Defense
650,Czech Defense
651,Czech Variation
653,"Czech Variation, Bled Attack"
654,"Czech Variation, Carlsbad Variation"
655,"Czech Variation, Classical System"
656,"Czech Variation, Classical System, Main Line"
657,"Czech Variation, Krause Attack"
658,"Czech Variation, Lasker Variation"
659,"Czech Variation, Wiesbaden Variation"
660,"Czech Variation, Wiesbaden Variation, Sharp Line"
661,"Czech Variation, with Nc3"
662,"Czech Variation, with Nf3"
663,Czech-Indian
664,Damiano Defense
666,"Damiano Defense, Damiano Gambit, Chigorin Gambit"
667,Damiano Variation
669,"Damiano Variation, Kholmov Gambit"
670,De Bruycker Defense
671,Declined Variation
672,Deferred Variation
673,Delayed Alapin
675,Delayed Alapin Variation
676,"Delayed Alapin, Basman-Palatnik Double Gambit"
677,"Delayed Alapin, Basman-Palatnik Gambit"
678,Delayed Exchange Variation
679,Delayed Exchange Variation #2
680,Deutz Gambit
681,Diemer Counterattack
682,Diemer Gambit
683,Diemer-Duhm Gambit
684,Diemer-Rosenberg Attack
685,Diepstraten Countergambit
686,Dlugy Variation
687,Dodo Variation
688,Doery Indian
689,Double Duck Formation
690,Double Fianchetto
691,Double Fianchetto Attack
692,Double Grob
694,Double Grob Variation
695,"Double Grob, Coca-Cola Gambit"
696,Double Muzio Gambit
697,Double Spanish
699,"Double Spanish, with 5.O-O"
700,Double-Dutch Gambit
701,Dougherty Gambit
702,Dragon
703,Dragon Variation
705,"Dragon Variation, Classical Variation"
706,"Dragon Variation, Classical Variation #2"
707,"Dragon Variation, Classical Variation, Alekhine Line"
708,"Dragon Variation, Classical Variation, Battery Variation"
709,"Dragon Variation, Classical Variation, Maroczy Line"
710,"Dragon Variation, Classical Variation, Normal Line"
711,"Dragon Variation, Classical Variation, Stockholm Attack"
712,"Dragon Variation, Classical Variation, Tartakower Line"
713,"Dragon Variation, Fianchetto Variation"
714,"Dragon Variation, Levenfish Variation"
715,"Dragon Variation, Levenfish Variation, Main Line"
716,"Dragon Variation, Modern Bc4 Variation"
717,"Dragon Variation, Yugoslav Attack"
718,"Dragon Variation, Yugoslav Attack #2"
719,"Dragon Variation, Yugoslav Attack, Belezky Line"
720,"Dragon Variation, Yugoslav Attack, Czerniak Variation"
721,"Dragon Variation, Yugoslav Attack, Early Deviations"
722,"Dragon Variation, Yugoslav Attack, Main Line"
723,"Dragon Variation, Yugoslav Attack, Modern Line"
724,"Dragon Variation, Yugoslav Attack, Old Line"
725,"Dragon Variation, Yugoslav Attack, Panov Variation"
726,"Dragon Variation, Yugoslav Attack, Soltis Variation"
727,"Dragon Variation, Yugoslav Attack, Sosonko Variation"
728,"Dragon, 6.Be3"
729,"Dragon, Classical Attack"
730,"Dragon, Classical, Amsterdam Variation"
731,"Dragon, Classical, Grigoriev Variation"
732,"Dragon, Classical, Spielmann Variation"
733,"Dragon, Classical, Zollner Gambit"
734,"Dragon, Yugoslav Attack, 12.h4"
735,"Dragon, Yugoslav Attack, Byrne Variation"
736,Drazic Variation
737,Dresden Opening
738,Drill Variation
739,Drunken Cavalry Variation
740,Duesseldorf Gambit
741,Dunst-Perrenet Gambit
742,Dus-Khotimirsky Variation
743,Dutch Defense
745,"Dutch Defense, Bellon Gambit"
746,Dutch Variation
748,"Dutch Variation, Batavo Gambit"
749,"Dutch Variation, Dudweiler Gambit"
750,Dzindzi-Indian Defense
751,East Indian Defense
752,Eastbourne Gambit
753,Eastern
754,"Eastern, Anhanguera"
755,"Eastern, Benoni"
756,"Eastern, Benoni Pteranodon"
757,"Eastern, Benoni Pterodactyl"
758,"Eastern, Pteranodon"
759,"Eastern, Pterodactyl"
760,"Eastern, Rhamphorhynchus"
761,Edge Variation
762,Edinburgh Variation
763,Eisenberg Variation
764,El Columpio Defense
766,"El Columpio Defense, Exchange Variation"
767,"El Columpio Defense, Pin Variation"
768,Elbert Countergambit
769,English Rat
771,"English Rat, Lisbon Gambit"
772,English Variation
773,Englund Gambit
774,Euwe Attack
776,"Euwe Attack, Prins Gambit"
777,Euwe Defense
778,Euwe Variation
779,Evans Gambit
781,Evans Gambit #2
782,Evans Gambit Accepted
783,Evans Gambit Declined
785,"Evans Gambit Declined, 5.a4"
786,"Evans Gambit Declined, Cordel Variation"
787,"Evans Gambit Declined, Lange Variation"
788,"Evans Gambit Declined, Showalter Variation"
789,"Evans Gambit, Alapin-Steinitz Variation"
790,"Evans Gambit, Anderssen Defense"
791,"Evans Gambit, Anderssen Variation"
792,"Evans Gambit, Anderssen Variation, Cordel Line"
793,"Evans Gambit, Bronstein Defense"
794,"Evans Gambit, Compromised Defense"
795,"Evans Gambit, Compromised Defense, Main Line"
796,"Evans Gambit, Dufresne Defense"
797,"Evans Gambit, Fontaine Countergambit"
798,"Evans Gambit, Harding Variation"
799,"Evans Gambit, Laroche Variation"
800,"Evans Gambit, Lasker Defense"
801,"Evans Gambit, Main Line"
802,"Evans Gambit, Mayet Defense"
803,"Evans Gambit, McDonnell Defense"
804,"Evans Gambit, McDonnell Defense, Main Line"
805,"Evans Gambit, Mieses Defense"
806,"Evans Gambit, Morphy Attack"
807,"Evans Gambit, Pierce Defense"
808,"Evans Gambit, Sanders-Alapin Variation"
809,"Evans Gambit, Slow Variation"
810,"Evans Gambit, Sokolsky Variation"
811,"Evans Gambit, Stone-Ware Variation"
812,"Evans Gambit, Tartakower Attack"
813,"Evans Gambit, Waller Attack"
814,Exchange
815,Exchange Variation
817,Exchange Variation #2
818,Exchange Variation #3
819,"Exchange Variation, Alapin Gambit"
820,"Exchange Variation, Alekhine Variation"
821,"Exchange Variation, Bronstein Variation"
822,"Exchange Variation, Classical Variation"
823,"Exchange Variation, Gligoric Variation"
824,"Exchange Variation, Keres Variation"
825,"Exchange Variation, King's Bishop Variation"
826,"Exchange Variation, Lutikov Variation"
827,"Exchange Variation, Modern Exchange Variation"
